400,143.61,0.001084,0.46242,604.22,1948.9,2553.1,604.66,2133.4,2738.1,1.7765,5.1191,6.8955
450,147.90,0.001088,0.41392,622.65,1934.5,2557.1,623.14,2120.3,2743.4,1.8205,5.0356,6.8561
500,151.83,0.001093,0.37483,639.54,1921.2,2560.7,640.09,2108.0,2748.1,1.8604,4.9603,6.8207
550,155.46,0.001097,0.34261,655.16,1908.8,2563.9,655.77,2096.6,2752.4,1.8970,4.8916,6.7886
600,158.83,0.001101,0.31560,669.72,1897.1,2566.8,670.38,2085.8,2756.2,1.9308,4.8285,6.7593
650,161.98,0.001104,0.29260,683.37,1886.1,2569.4,684.08,2075.5,2759.6,1.9623,4.7699,6.7322
700,164.95,0.001108,0.27278,696.23,1875.6,2571.8,697.00,2065.8,2762.8,1.9918,4.7153,6.7071
750,167.75,0.001111,0.25552,708.40,1865.6,2574.0,709.24,2056.4,2765.7,2.0195,4.6642,6.6837
800,170.41,0.001115,0.24035,719.97,1856.1,2576.0,720.87,2047.5,2768.3,2.0457,4.6160,6.6616
850,172.94,0.001118,0.22690,731.00,1846.9,2577.9,731.95,2038.8,2770.8,2.0705,4.5705,6.6409
900,175.35,0.001121,0.21489,741.55,1838.1,2579.6,742.56,2030.5,2773.0,2.0941,4.5273,6.6213
950,177.66,0.001124,0.20411,751.67,1829.6,2581.3,752.74,2022.4,2775.2,2.1166,4.4862,6.6027
1000,179.88,0.001127,0.19436,761.39,1821.4,2582.8,762.51,2014.6,2777.1,2.1381,4.4470,6.5850
1100,184.06,0.001133,0.17745,779.78,1805.7,2585.5,781.03,1999.6,2780.7,2.1785,4.3735,6.5520
1200,187.96,0.001138,0.16326,796.96,1790.9,2587.8,798.33,1985.4,2783.8,2.2159,4.3058,6.5217
1300,191.60,0.001144,0.15119,813.10,1776.8,2589.9,814.59,1971.9,2786.5,2.2508,4.2428,6.4936
1400,195.04,0.001149,0.14078,828.35,1763.4,2591.8,829.96,1958.9,2788.9,2.2835,4.1840,6.4675
1500,198.29,0.001154,0.13171,842.82,1750.6,2593.4,844.55,1946.4,2791.0,2.3143,4.1287,6.4430
1750,205.72,0.001166,0.11344,876.12,1720.6,2596.7,878.16,1917.1,2795.2,2.3844,4.0033,6.3877
2000,212.38,0.001177,0.099587,906.12,1693.0,2599.1,908.47,1889.8,2798.3,2.4467,3.8923,6.3390
2250,218.41,0.001187,0.088717,933.54,1667.3,2600.9,936.21,1864.3,2800.5,2.5029,3.7926,6.2954
2500,223.95,0.001197,0.079952,958.87,1643.2,2602.1,961.87,1840.1,2801.9,2.5542,3.7016,6.2558
3000,233.85,0.001217,0.066667,1004.6,1598.5,2603.2,1008.3,1794.9,2803.2,2.6454,3.5402,6.1856
3500,242.56,0.001235,0.057061,1045.4,1557.6,2603.0,1049.7,1753.0,2802.7,2.7253,3.3991,6.1244
4000,250.35,0.001252,0.049779,1082.4,1519.3,2601.7,1087.4,1713.5,2800.8,2.7966,3.2731,6.0696
5000,263.94,0.001286,0.039448,1148.1,1448.9,2597.0,1154.5,1639.7,2794.2,2.9207,3.0530,5.9737
6000,275.59,0.001319,0.032449,1205.8,1384.1,2589.9,1213.8,1570.9,2784.6,3.0275,2.8627,5.8902
7000,285.83,0.001352,0.027378,1258.0,1323.0,2581.0,1267.5,1505.2,2772.6,3.1220,2.6927,5.8148
8000,295.01,0.001384,0.023525,1306.0,1264.5,2570.5,1317.1,1441.6,2758.7,3.2077,2.5373,5.7450
9000,303.35,0.001418,0.020489,1350.9,1207.6,2558.5,1363.7,1379.3,2742.9,3.2866,2.3925,5.6791
10000,311.00,0.001452,0.018028,1393.3,1151.8,2545.2,1407.8,1317.6,2725.5,3.3603,2.2556,5.6159
11000,318.08,0.001488,0.015988,1433.9,1096.6,2530.4,1450.2,1256.1,2706.3,3.4299,2.1245,5.5544
12000,324.68,0.001526,0.014264,1473.0,1041.3,2514.3,1491.3,1194.1,2685.4,3.4964,1.9975,5.4939
13000,330.85,0.001566,0.012781,1511.0,985.5,2496.6,1531.4,1131.3,2662.7,3.5606,1.8730,5.4336
14000,336.67,0.001610,0.011487,1548.4,928.7,2477.1,1571.0,1067.0,2637.9,3.6232,1.7497,5.3728
15000,342.16,0.001657,0.010341,1585.5,870.3,2455.7,1610.3,1000.5,2610.8,3.6848,1.6261,5.3108
16000,347.36,0.001710,0.009312,1622.6,809.4,2432.0,1649.9,931.1,2581.0,3.7461,1.5005,5.2466
17000,352.29,0.001770,0.008374,1660.2,745.1,2405.4,1690.3,857.4,2547.7,3.8082,1.3709,5.1791
18000,356.99,0.001840,0.007504,1699.1,675.9,2375.0,1732.2,777.8,2510.0,3.8720,1.2343,5.1064
19000,361.47,0.001926,0.006677,1740.3,598.9,2339.2,1776.8,689.2,2466.0,3.9396,1.0860,5.0256
20000,365.75,0.002038,0.005862,1785.8,509.0,2294.8,1826.6,585.5,2412.1,4.0146,0.9164,4.9310
21000,369.83,0.002207,0.004994,1841.6,391.9,2233.5,1888.0,450.4,2338.4,4.1071,0.7005,4.8076
22000,373.71,0.002703,0.003644,1951.7,140.8,2092.4,2011.1,161.5,2172.6,4.2942,0.2496,4.5439
22064,373.95,0.003106,0.003106,2015.7,0,2015.7,2084.3,0,2084.3,4.4070,0,4.4070
