P = 0.01
242.56,0.05706,2603.0,2802.7,6.1244
250,0.05876,2624.0,2829.7,6.1764
300,0.06845,2738.8,2978.4,6.4484
350,0.07680,2836.0,3104.9,6.6601
400,0.08456,2927.2,3223.2,6.8428
450,0.09198,3016.1,3338.1,7.0074
500,0.09919,3104.5,3451.7,7.1593
600,0.11325,3282.5,3678.9,7.4357
700,0.12702,3464.7,3909.3,7.6855
800,0.14061,3652.5,4144.6,7.9156
900,0.15410,3846.4,4385.7,8.1304
1000,0.16751,4046.4,4632.7,8.3324
1100,0.18087,4252.5,4885.6,8.5236
1200,0.19420,4464.4,5144.1,8.7053
1300,0.20750,4681.8,5408.0,8.8786

P = 4.0
250.35,0.04978,2601.7,2800.8,6.0696
275,0.05461,2668.9,2887.3,6.2312
300,0.05887,2726.2,2961.7,6.3639
350,0.06647,2827.4,3093.3,6.5843
400,0.07343,2920.8,3214.5,6.7714
450,0.08004,3011.0,3331.2,6.9386
500,0.08644,3100.3,3446.0,7.0922
600,0.09886,3279.4,3674.9,7.3706
700,0.11098,3462.4,3906.3,7.6214
800,0.12292,3650.6,4142.3,7.8523
900,0.13476,3844.8,4383.9,8.0675
1000,0.14653,4045.1,4631.2,8.2698
1100,0.15824,4251.4,4884.4,8.4612
1200,0.16992,4463.5,5143.2,8.6430
1300,0.18157,4680.9,5407.2,8.8164

P = 4.5
257.44,0.04406,2599.7,2798.0,6.0198
275,0.04733,2651.4,2864.4,6.1429
300,0.05138,2713.0,2944.2,6.2854
350,0.05842,2818.6,3081.5,6.5153
400,0.06477,2914.2,3205.7,6.7071
450,0.07076,3005.8,3324.2,6.8770
500,0.07652,3096.0,3440.4,7.0323
600,0.08766,3276.4,3670.9,7.3127
700,0.09850,3460.0,3903.3,7.5647
800,0.10916,3648.8,4140.0,7.7962
900,0.11972,3843.3,4382.1,8.0118
1000,0.13020,4043.9,4629.8,8.2144
1100,0.14064,4250.4,4883.2,8.4060
1200,0.15103,4462.6,5142.2,8.5880
1300,0.16140,4680.1,5406.5,8.7616

P = 5.0
263.94,0.03945,2597.0,2794.2,5.9737
275,0.04144,2632.3,2839.5,6.0571
300,0.04535,2699.0,2925.7,6.2111
350,0.05197,2809.5,3069.3,6.4516
400,0.05784,2907.5,3196.7,6.6483
450,0.06332,3000.6,3317.2,6.8210
500,0.06858,3091.8,3434.7,6.9781
600,0.07870,3273.3,3666.9,7.2605
700,0.08852,3457.7,3900.3,7.5136
800,0.09816,3646.9,4137.7,7.7458
900,0.10769,3841.8,4380.2,7.9619
1000,0.11715,4042.6,4628.3,8.1648
1100,0.12655,4249.3,4882.1,8.3566
1200,0.13592,4461.6,5141.3,8.5388
1300,0.14527,4679.3,5405.7,8.7124

P = 6.0
275.59,0.03245,2589.9,2784.6,5.8902
300,0.03619,2668.4,2885.6,6.0703
350,0.04225,2790.4,3043.9,6.3357
400,0.04742,2893.7,3178.3,6.5432
450,0.05217,2989.9,3302.9,6.7219
500,0.05667,3083.1,3423.1,6.8826
550,0.06102,3175.2,3541.3,7.0308
600,0.06527,3267.2,3658.8,7.1693
700,0.07355,3453.0,3894.3,7.4247
800,0.08165,3643.2,4133.1,7.6582
900,0.08964,3838.8,4376.6,7.8751
1000,0.09756,4040.1,4625.4,8.0786
1100,0.10543,4247.1,4879.7,8.2709
1200,0.11326,4459.8,5139.4,8.4534
1300,0.12107,4677.7,5404.1,8.6273

P = 7.0
285.83,0.027378,2581.0,2772.6,5.8148
275,0.029492,2633.5,2839.9,5.9337
300,0.035262,2770.1,3016.9,6.2305
350,0.039958,2879.5,3159.2,6.4502
400,0.044187,2979.0,3288.3,6.6353
450,0.048157,3074.3,3411.4,6.8000
500,0.051966,3167.9,3531.6,6.9507
600,0.055665,3261.0,3650.6,7.0910
700,0.062850,3448.3,3888.3,7.3487
800,0.069856,3639.5,4128.5,7.5836
900,0.076750,3835.7,4373.0,7.8014
1000,0.083571,4037.5,4622.5,8.0055
1100,0.090341,4245.0,4877.4,8.1982
1200,0.097075,4457.9,5137.4,8.3810
1300,0.103781,4676.1,5402.6,8.5551

P = 8.0
295.01,0.023525,2570.5,2758.7,5.7450
275,0.024279,2592.3,2786.5,5.7937
300,0.029975,2748.3,2988.1,6.1321
350,0.034344,2864.6,3139.4,6.3658
400,0.038194,2967.8,3273.3,6.5579
450,0.041767,3065.4,3399.5,6.7266
500,0.045172,3160.5,3521.8,6.8800
600,0.048463,3254.7,3642.4,7.0221
700,0.054829,3443.6,3882.2,7.2822
800,0.061011,3635.7,4123.8,7.5185
900,0.067082,3832.7,4369.3,7.7372
1000,0.073079,4035.0,4619.6,7.9419
1100,0.079025,4242.8,4875.0,8.1350
1200,0.084934,4456.1,5135.5,8.3181
1300,0.090817,4674.5,5401.0,8.4925

P = 9.0
303.35,0.020489,2558.5,2742.9,5.6791
325,0.023284,2647.6,2857.1,5.8738
350,0.025816,2725.0,2957.3,6.0380
400,0.029960,2849.2,3118.8,6.2876
450,0.033524,2956.3,3258.0,6.4872
500,0.036793,3056.3,3387.4,6.6603
550,0.039885,3153.0,3512.0,6.8164
600,0.042861,3248.4,3634.1,6.9605
650,0.045755,3343.4,3755.2,7.0954
700,0.048589,3438.8,3876.1,7.2229
800,0.054132,3632.0,4119.2,7.4606
900,0.059562,3829.6,4365.7,7.6802
1000,0.064919,4032.4,4616.7,7.8855
1100,0.070224,4240.7,4872.7,8.0791
1200,0.075492,4454.2,5133.6,8.2625
1300,0.080733,4672.9,5399.5,8.4371

P = 10.0
311.00,0.018028,2545.2,2725.5,5.6159
325,0.019877,2611.6,2810.3,5.7596
350,0.022440,2699.6,2924.0,5.9460
400,0.026436,2833.1,3097.5,6.2141
450,0.029782,2944.5,3242.4,6.4219
500,0.032811,3047.0,3375.1,6.5995
550,0.035655,3145.4,3502.0,6.7585
600,0.038378,3242.0,3625.8,6.9045
650,0.041018,3338.0,3748.1,7.0408
700,0.043597,3434.0,3870.0,7.1693
800,0.048629,3628.2,4114.5,7.4085
900,0.053547,3826.5,4362.0,7.6290
1000,0.058391,4029.9,4613.8,7.8349
1100,0.063183,4238.5,4870.3,8.0289
1200,0.067938,4452.4,5131.7,8.2126
1300,0.072667,4671.3,5398.0,8.3874

P = 12.5
327.81,0.013496,2505.6,2674.3,5.4638
350,0.016138,2624.9,2826.6,5.7130
400,0.020030,2789.6,3040.0,6.0433
450,0.023019,2913.7,3201.5,6.2749
500,0.025630,3023.2,3343.6,6.4651
550,0.028033,3126.1,3476.5,6.6317
600,0.030306,3225.8,3604.6,6.7828
650,0.032491,3324.1,3730.2,6.9227
700,0.034612,3422.0,3854.6,7.0540
800,0.038724,3618.8,4102.8,7.2967
900,0.042720,3818.9,4352.9,7.5195
1000,0.046641,4023.5,4606.5,7.7269
1100,0.050510,4233.1,4864.5,7.9220
1200,0.054342,4447.7,5127.0,8.1065
1300,0.058147,4667.3,5394.1,8.2819

P = 15.0
342.16,0.010341,2455.7,2610.8,5.3108
350,0.011481,2520.9,2693.1,5.4438
400,0.015671,2740.6,2975.7,5.8819
450,0.018477,2880.8,3157.9,6.1434
500,0.020828,2998.4,3310.8,6.3480
550,0.022945,3106.2,3450.4,6.5230
600,0.024921,3209.3,3583.1,6.6796
650,0.026804,3310.1,3712.1,6.8233
700,0.028621,3409.8,3839.1,6.9573
800,0.032121,3609.3,4091.1,7.2037
900,0.035503,3811.2,4343.7,7.4288
1000,0.038808,4017.1,4599.2,7.6378
1100,0.042062,4227.7,4858.6,7.8339
1200,0.045279,4443.1,5122.3,8.0192
1300,0.048469,4663.3,5390.3,8.1952

P = 17.5
354.67,0.007932,2390.7,2529.5,5.1435
400,0.012463,2684.3,2902.4,5.7211
450,0.015204,2845.4,3111.4,6.0212
500,0.017385,2972.4,3276.7,6.2424
550,0.019305,3085.8,3423.6,6.4266
600,0.021073,3192.5,3561.3,6.5890
650,0.022742,3295.8,3693.8,6.7366
700,0.024342,3397.5,3823.5,6.8735
800,0.027405,3599.7,4079.3,7.1237
900,0.030348,3803.5,4334.6,7.3511
1000,0.033215,4010.7,4592.0,7.5616
1100,0.036029,4222.3,4852.8,7.7588
1200,0.038806,4438.5,5117.6,7.9449
1300,0.041556,4659.2,5386.5,8.1215

P = 20.0
365.75,0.005862,2294.8,2412.1,4.9310
400,0.009950,2617.9,2816.9,5.5526
450,0.012721,2807.3,3061.7,5.9043
500,0.014793,2945.3,3241.2,6.1446
550,0.016571,3064.7,3396.2,6.3390
600,0.018185,3175.3,3539.0,6.5075
650,0.019695,3281.4,3675.3,6.6593
700,0.021134,3385.1,3807.8,6.7991
800,0.023870,3590.1,4067.5,7.0531
900,0.026484,3795.7,4325.4,7.2829
1000,0.029020,4004.3,4584.7,7.4950
1100,0.031504,4216.9,4847.0,7.6933
1200,0.033952,4433.8,5112.9,7.8802
1300,0.036371,4655.2,5382.7,8.0574

P = 25.0
375,0.001978,1799.9,1849.4,4.0345
400,0.006005,2428.5,2578.7,5.1400
425,0.007886,2607.8,2805.0,5.4708
450,0.009176,2721.2,2950.6,5.6759
500,0.011143,2887.3,3165.9,5.9643
550,0.012736,3020.8,3339.2,6.1816
600,0.014140,3140.0,3493.5,6.3637
650,0.015430,3251.9,3637.7,6.5243
700,0.016643,3359.9,3776.0,6.6702
800,0.018922,3570.7,4043.8,6.9322
900,0.021075,3780.2,4307.1,7.1668
1000,0.023150,3991.5,4570.2,7.3821
1100,0.025172,4206.1,4835.4,7.5825
1200,0.027157,4424.6,5103.5,7.7710
1300,0.029115,4647.2,5375.1,7.9494

P = 30.0
375,0.001792,1738.1,1791.9,3.9313
400,0.002798,2068.9,2152.8,4.4758
425,0.005299,2452.9,2611.8,5.1473
450,0.006737,2618.9,2821.0,5.4422
500,0.008691,2824.0,3084.8,5.7956
550,0.010175,2974.5,3279.7,6.0403
600,0.011445,3103.4,3446.8,6.2373
650,0.012590,3221.7,3599.4,6.4074
700,0.013654,3334.3,3743.9,6.5599
800,0.015628,3551.2,4020.0,6.8301
900,0.017473,3764.6,4288.8,7.0695
1000,0.019240,3978.6,4555.8,7.2880
1100,0.020954,4195.2,4823.9,7.4906
1200,0.022630,4415.3,5094.2,7.6807
1300,0.024279,4639.2,5367.6,7.8602

P = 35.0
375,0.001701,1702.8,1762.4,3.8724
400,0.002105,1914.9,1988.6,4.2144
425,0.003434,2253.3,2373.5,4.7751
450,0.004957,2497.5,2671.0,5.1946
500,0.006933,2755.3,2997.9,5.6331
550,0.008348,2925.8,3218.0,5.9093
600,0.009523,3065.6,3399.0,6.1229
650,0.010565,3190.9,3560.7,6.3030
700,0.011523,3308.3,3711.6,6.4623
800,0.013278,3531.6,3996.3,6.7409
900,0.014904,3749.0,4270.6,6.9853
1000,0.016450,3965.8,4541.5,7.2069
1100,0.017942,4184.4,4812.4,7.4118
1200,0.019398,4406.1,5085.0,7.6034
1300,0.020827,4631.2,5360.2,7.7841

P = 40.0
375,0.001641,1677.0,1742.6,3.8290
400,0.001911,1855.0,1931.4,4.1145
425,0.002538,2097.5,2199.0,4.5044
450,0.003692,2364.2,2511.8,4.9449
500,0.005623,2681.6,2906.5,5.4744
550,0.006985,2875.1,3154.4,5.7857
600,0.008089,3026.8,3350.4,6.0170
650,0.009053,3159.5,3521.6,6.2078
700,0.009930,3282.0,3679.2,6.3740
800,0.011521,3511.8,3972.6,6.6613
900,0.012980,3733.3,4252.5,6.9107
1000,0.014360,3952.9,4527.3,7.1355
1100,0.015686,4173.7,4801.1,7.3425
1200,0.016976,4396.9,5075.9,7.5357
1300,0.018239,4623.3,5352.8,7.7175

P = 50.0
375,0.001560,1638.6,1716.6,3.7642
400,0.001731,1787.8,1874.4,4.0029
425,0.002009,1960.3,2060.7,4.2746
450,0.002487,2160.3,2284.7,4.5896
500,0.003890,2528.1,2722.6,5.1762
550,0.005118,2769.5,3025.4,5.5563
600,0.006108,2947.1,3252.6,5.8245
650,0.006957,3095.6,3443.5,6.0373
700,0.007717,3228.7,3614.6,6.2179
800,0.009073,3472.2,3925.8,6.5225
900,0.010296,3702.0,4216.8,6.7819
1000,0.011441,3927.4,4499.4,7.0131
1100,0.012534,4152.2,4778.9,7.2244
1200,0.013590,4378.6,5058.1,7.4207
1300,0.014620,4607.5,5338.5,7.6048

P = 60
375,0.001503,1609.7,1699.9,3.7149
400,0.001633,1745.2,1843.2,3.9317
425,0.001816,1892.9,2001.8,4.1630
450,0.002086,2055.1,2180.2,4.4140
500,0.002952,2393.2,2570.3,4.9356
550,0.003955,2664.6,2901.9,5.3517
600,0.004833,2866.8,3156.8,5.6527
650,0.005591,3031.3,3366.8,5.8867
700,0.006265,3175.4,3551.3,6.0814
800,0.007456,3432.6,3880.0,6.4033
900,0.008519,3670.9,4182.1,6.6725
1000,0.009504,3902.0,4472.2,6.9099
1100,0.010439,4130.9,4757.3,7.1255
1200,0.011339,4360.5,5040.8,7.3248
1300,0.012213,4591.8,5324.5,7.5111
