160,618.23,0.001102,0.30680,674.79,1893.0,2567.8,675.47,2082.0,2757.5,1.9426,4.8066,6.7492
165,700.93,0.001108,0.27244,696.46,1875.4,2571.9,697.24,2065.6,2762.8,1.9923,4.7143,6.7067
170,792.18,0.001114,0.24260,718.20,1857.5,2575.7,719.08,2048.8,2767.9,2.0417,4.6233,6.6650
175,892.60,0.001121,0.21659,740.02,1839.4,2579.4,741.02,2031.7,2772.7,2.0906,4.5335,6.6242
180,1002.8,0.001127,0.19384,761.92,1820.9,2582.8,763.05,2014.2,2777.2,2.1392,4.4448,6.5841
185,1123.5,0.001134,0.17390,783.91,1802.1,2586.0,785.19,1996.2,2781.4,2.1875,4.3572,6.5447
190,1255.2,0.001141,0.15636,806.00,1783.0,2589.0,807.43,1977.9,2785.3,2.2355,4.2705,6.5059
195,1398.8,0.001149,0.14089,828.18,1763.6,2591.7,829.78,1959.0,2788.8,2.2831,4.1847,6.4678
200,1554.9,0.001157,0.12721,850.46,1743.7,2594.2,852.26,1939.8,2792.0,2.3305,4.0997,6.4302
205,1724.3,0.001164,0.11508,872.86,1723.5,2596.4,874.87,1920.0,2794.8,2.3776,4.0154,6.3930
210,1907.7,0.001173,0.10429,895.38,1702.9,2598.3,897.61,1899.7,2797.3,2.4245,3.9318,6.3563
215,2105.9,0.001181,0.094680,918.02,1681.9,2599.9,920.50,1878.8,2799.3,2.4712,3.8489,6.3200
220,2319.6,0.001190,0.086094,940.79,1660.5,2601.3,943.55,1857.4,2801.0,2.5176,3.7664,6.2840
225,2549.7,0.001199,0.078405,963.70,1638.6,2602.3,966.76,1835.4,2802.2,2.5639,3.6844,6.2483
230,2797.1,0.001209,0.071505,986.76,1616.1,2602.9,990.14,1812.8,2802.9,2.6100,3.6028,6.2128
235,3062.6,0.001219,0.065300,1010.0,1593.2,2603.2,1013.7,1789.5,2803.2,2.6560,3.5216,6.1775
240,3347.0,0.001229,0.059707,1033.4,1569.8,2603.1,1037.5,1765.5,2803.0,2.7018,3.4405,6.1424
245,3651.2,0.001240,0.054656,1056.9,1545.7,2602.7,1061.5,1740.8,2802.2,2.7476,3.3596,6.1072
250,3976.2,0.001252,0.050085,1080.7,1521.1,2601.8,1085.7,1715.3,2801.0,2.7933,3.2788,6.0721
255,4322.9,0.001263,0.045941,1104.7,1495.8,2600.5,1110.1,1689.0,2799.1,2.8390,3.1979,6.0369
260,4692.3,0.001276,0.042175,1128.8,1469.9,2598.7,1134.8,1661.8,2796.6,2.8847,3.1169,6.0017
265,5085.3,0.001289,0.038748,1153.3,1443.2,2596.5,1159.8,1633.7,2793.5,2.9304,3.0358,5.9662
270,5503.0,0.001303,0.035622,1177.9,1415.7,2593.7,1185.1,1604.6,2789.7,2.9762,2.9542,5.9305
275,5946.4,0.001317,0.032767,1202.9,1387.4,2590.3,1210.7,1574.5,2785.2,3.0221,2.8723,5.8944
280,6416.6,0.001333,0.030153,1228.2,1358.2,2586.4,1236.7,1543.2,2779.9,3.0681,2.7898,5.8579
285,6914.6,0.001349,0.027756,1253.7,1328.1,2581.8,1263.1,1510.7,2773.7,3.1144,2.7066,5.8210
290,7441.8,0.001366,0.025554,1279.7,1296.9,2576.5,1289.8,1476.9,2766.7,3.1608,2.6225,5.7834
295,7999.0,0.001384,0.023528,1306.0,1264.5,2570.5,1317.1,1441.6,2758.7,3.2076,2.5374,5.7450
300,8587.9,0.001404,0.021659,1332.7,1230.9,2563.6,1344.8,1404.8,2749.6,3.2548,2.4511,5.7059
305,9209.4,0.001425,0.019932,1360.0,1195.9,2555.8,1373.1,1366.3,2739.4,3.3024,2.3633,5.6657
310,9865.0,0.001447,0.018333,1387.7,1159.3,2547.1,1402.0,1325.9,2727.9,3.3506,2.2737,5.6243
315,10556,0.001472,0.016849,1416.1,1121.1,2537.2,1431.6,1283.4,2715.0,3.3994,2.1821,5.5816
320,11284,0.001499,0.015470,1445.1,1080.9,2526.0,1462.0,1238.5,2700.6,3.4491,2.0881,5.5372
325,12051,0.001528,0.014183,1475.0,1038.5,2513.4,1493.4,1191.0,2684.3,3.4998,1.9911,5.4908
330,12858,0.001560,0.012979,1505.7,993.5,2499.2,1525.8,1140.3,2666.0,3.5516,1.8906,5.4422
335,13707,0.001597,0.011848,1537.5,945.5,2483.0,1559.4,1086.0,2645.4,3.6050,1.7857,5.3907
340,14601,0.001638,0.010783,1570.7,893.8,2464.5,1594.6,1027.4,2622.0,3.6602,1.6756,5.3358
345,15541,0.001685,0.009772,1605.5,837.7,2443.2,1631.7,963.4,2595.1,3.7179,1.5585,5.2765
350,16529,0.001741,0.008806,1642.4,775.9,2418.3,1671.2,892.7,2563.9,3.7788,1.4326,5.2114
355,17570,0.001808,0.007872,1682.2,706.4,2388.6,1714.0,812.9,2526.9,3.8442,1.2942,5.1384
360,18666,0.001895,0.006950,1726.2,625.7,2351.9,1761.5,720.1,2481.6,3.9165,1.1373,5.0537
365,19822,0.002015,0.006009,1777.2,526.4,2303.6,1817.2,605.5,2422.7,4.0004,0.9489,4.9493
370,21044,0.002217,0.004953,1844.5,385.6,2230.1,1891.2,443.1,2334.3,4.1119,0.6890,4.8009
373.95,22064,0.003106,0.003106,2015.7,0,2015.7,2084.3,0,2084.3,4.4070,0,4.4070
